Date,axe,mois,jour_sem,semaine,nb_arrets_total,duree_totale_h,duree_max_h,taux_disponibilite,ratio_arret_anomalie,roll_3j_nb_arrets,roll_7j_nb_arrets,roll_3j_duree,roll_7j_duree,roll_7j_nb_anomalie,pente_arrets_3j,duree_depuis_last_arret,duree_depuis_last_anomalie,cumul_arrets_7j,heure_sin,heure_cos,mois_sin,mois_cos,est_weekend,axe_encoded,nb_arrets_anomalie,duree_anomalie_h,nb_epuisement,nb_rupture,nb_defaut_elec,nb_defaut_mec,gravite_max,nb_arrets_critiques,label
2025-11-01,1,11,5,44,0.0,0.0,0.0,1.0,0.0,0.0,2.7142857142857144,0.0,3.250000000000001,1.0,0.0,3.0,5.0,19.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-02,1,11,6,44,0.0,0.0,0.0,1.0,0.0,0.0,2.4285714285714284,0.0,2.9642857142857153,1.0,0.0,4.0,6.0,17.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-03,1,11,0,45,0.0,0.0,0.0,1.0,0.0,0.0,1.5714285714285714,0.0,1.4047619047619055,0.0,0.0,5.0,7.0,11.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-04,1,11,1,45,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8333333333333343,0.0,0.0,6.0,8.0,7.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-05,1,11,2,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-06,1,11,3,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-07,1,11,4,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-08,1,11,5,45,3.0,16.666666666666668,14.500000000000002,0.30555555555555547,0.3333333333333333,1.0,0.42857142857142855,5.555555555555557,2.380952380952382,1.0,1.5000000000000002,0.0,0.0,3.0,-0.9762960071199334,-0.21643961393810282,-0.5000000000000004,0.8660254037844384,1,1,1.0,0.666666666666667,0.0,0.0,1.0,0.0,3.0,0.0,1
2025-11-09,1,11,6,45,6.0,3.083333333333334,1.5,0.8715277777777778,0.16666666666666666,3.0,1.2857142857142858,6.583333333333336,2.8214285714285725,2.0,3.000000000000001,0.0,0.0,9.0,0.5372996083468238,-0.8433914458128857,-0.5000000000000004,0.8660254037844384,1,1,1.0,0.4166666666666667,0.0,0.0,1.0,0.0,3.0,0.0,0
2025-11-10,1,11,0,46,2.0,13.499999999999996,12.499999999999998,0.4375000000000001,0.0,3.6666666666666665,1.5714285714285714,11.083333333333334,4.75,2.0,-0.4999999999999993,0.0,1.0,11.0,-0.7999465651001294,-0.6000712399244814,-0.5000000000000004,0.8660254037844384,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
